id,name,username,bio,location,website,join_date,following,followers,fk_game_id
1321547883397566465,Thimbleweed Park,thimbleweedpark,The story of a town where a dead body is the least of your problems. A new mystery-comedy-noir adventure game. Available Now.,"Thimbleweed Park, USA",https://t.co/kMmA8esx25,2020-10-28T20:22:39.000Z,0,24,f0b60db562384b70bfe441f1965736d9
811449805,Playtonic 🌺 Blossom Tales 2 coming 16/8 ⚔️,PlaytonicGames,"Developers of Yooka-Laylee and Yooka-Laylee and the Impossible Lair, both OUT NOW! We publish cool games too as Playtonic Friends!",United Kingdom,https://t.co/Cl87lXj872,2012-09-08T18:25:05.000Z,332,105747,617b64a9631c4df0a66ea8fca480d2b9
3646146842,Ｅｖｅｒｙｔｈｉｎｇ,eeverythingg,Everything is a nature simulation ⭐️ A game by @davidoreilly,∞,https://t.co/4EICHqmSAa,2015-09-22T07:08:14.000Z,9,2899,11c4b859bfd143d798bf84b8cfe1964f
22509603,Giant Sparrow,giantsparrow,A tiny game studio. Creators of What Remains of Edith Finch and The Unfinished Swan. Our dream is to make the world a stranger place.,"Los Angeles, CA",http://t.co/FsBAXYnTd4,2009-03-02T17:39:25.000Z,104,13846,0c4c8698988c41c6bdfd811ffccf4384
1673036725,Rime 💙🦊,RiMEGame,A Game by @TequilaWorks,Mediterráneo,https://t.co/Vr8jf6m1Kg,2013-08-15T11:58:31.000Z,34,8989,afaa5744cbcd46caa500e342f9f47d84
425871040,Fortnite,FortniteGame,"Official Twitter account for #Fortnite; Battle Royale, Creative, and Save the World. For status updates and service issues check out @FortniteStatus",,https://t.co/zoICf0BSR8,2011-12-01T14:57:32.000Z,99,14895908,09176f4ff7564bbbb499bbe20bd6348f
4430322257,ThunderLotus @ Spiritfarer,ThunderLotus,"Thunder Lotus® is a maker of beautifully powerful video games, including #Spiritfarer https://t.co/vMofinoqxh - Support 👉 @TLGsupport - https://t.co/QIDVvxYw8I","Montréal, Québec",https://t.co/d67Q8jFc2C,2015-12-09T20:47:12.000Z,3176,27836,55196df9a34f4bb0a6c4cf28315dafa0
2777727254,Monomi Park,monomipark,Independent game studio of the award-winning game Slime Rancher! Currently developing Slime Rancher 2. Get wiggly 😎 @slimerancher | https://t.co/htMPjGurek,"San Mateo, CA",https://t.co/FduzKNb8kk,2014-08-29T03:54:33.000Z,17,61494,cd44981c3cea431a9a203ff94b132994
92496467,505 Games,505_Games,"Hi! 😃🎮 We’re the global publisher of #DeathStrandingPC @ControlRemedy @AC_assettocorsa @PuzzleQuest3 @GhostrunnerGame @SwordOrWhip, @Terraria_Logic & more!",,https://t.co/dReIwxDoMl,2009-11-25T10:50:29.000Z,521,87046,3f9b7d87d6ea4ac1bb26d49683bd7064
41609275,Devolver Digital,devolverdigital,Edutainment for Active Toddlers | Support: support@devolverdigital.com | Merch: https://t.co/T0PCcM58LC,"Austin, TX & London, UK",https://t.co/dXKixwW0B9,2009-05-21T15:37:36.000Z,546,336924,629c93f5572e4aa58fd21c0b73a8cde4
768965604,Gorogoa,Gorogoa,"Gorogoa is a video game by Jason Roberts (@rebuscube). Available now for PC, iOS, and Nintendo Switch.",,https://t.co/vF2TmTFIGK,2012-08-20T06:28:58.000Z,1,3366,c579aecd34934b8e9ef7e636c0962e5c
937667962722488320,BADELINE hacked ☠️💜,celeste_game,"Follow here and @exok_games for the latest announcements! 🍓✨
Account run by @heidy_km",,https://t.co/O8X8uyClU3,2017-12-04T13:00:38.000Z,16,118026,544c18ccadf8466691d8f2a335721b14
982751483589472256,ATLAS,sailtheatlas,"Official Twitter for ATLAS, an early access pirate survival MMO!

Steam: https://t.co/c83YtGaGWa
Xbox: https://t.co/ZFjlNsBa80
Bugs: https://t.co/FIe4EjKjjN
Support: https://t.co/xZ9KmNfzOC",The Maelstrom,https://t.co/MBSojQxX8I,2018-04-07T22:46:27.000Z,60,54828,49841c56d62b4490a394a7889651e948
1884603416,Subnautica,Subnautica,"🐟 Open world underwater adventure game for PC & Console
🐧 By @UnknownWorlds
🎮 Discord: https://t.co/dLhPQMoTuD
🛒 Merch: https://t.co/tGbVtzO0r8",Safe Shallows,https://t.co/HMutPvdRef,2013-09-19T22:35:18.000Z,31,123304,c7fcbd662a504064bc35c7e23396e705
320860323,Warhorse Studios,WarhorseStudios,"Developer of the award-winning #openworld #RPG #KingdomComeDeliverance, set in the late Middle Ages Released 2018 for PC, PS4 & XOne. Sold over 5 million copies","Prague, Czech Republic",https://t.co/PIGxQiOHZo,2011-06-20T17:02:58.000Z,1028,64378,bd15ffd61c1744a295de36c164694e40
162160585,Q.U.B.E.,qubegame,"Award-winning first person puzzle game series by @toxicgames
https://t.co/z2SOH9Qgte",United Kingdom,https://t.co/sUr3Rhp9ke,2010-07-02T21:56:25.000Z,287,18051,0c8b6d95ff2746648ccd356dbf941c12
308693201,Far Cry 6,FarCrygame,Far Cry 6 available now. Rated M.,,https://t.co/DcTE1YuFMs,2011-05-31T20:56:18.000Z,125,476258,15a1d72c10ff46f396d9666f904ecb80
20274104,Ghost Recon,GhostRecon,"Official Tom Clancy’s Ghost Recon Twitter account.
ESRB: MATURE 17+",Ghost Base of Operations,https://t.co/lrogMQeuwk,2009-02-06T21:32:22.000Z,359,252767,2385d033d11a469fa08cbae090ae97d8
330779862,Uppercut Games,UppercutGames,"Uppercut Games is an Australian independent video game development studio, founded in 2011. Creators of Epoch, City Of Brass and Submerged: Hidden Depths.",Australia,https://t.co/jpgGuEmMks,2011-07-07T04:17:23.000Z,1073,3951,ac2f9bdeb022454aab1ff77b59b2f3ed
2408833002,Digital Sun Games,DigitalSunGames,"Makers of #Moonlighter ⚔️💰: An Action RPG + rogue-lite about Will, a shopkeeper who dreams of becoming a hero. | Contact: info@digitalsungames.com",Worldwide,https://t.co/iRjoiLiqet,2014-03-24T10:58:45.000Z,565,13643,19924135f32e4e1aa517f99a72e7cea4
2974475579,Vampyr Game,VampyrGame,"Vampyr is an action RPG set in the darkly atmospheric streets of 20th century London that asks the player, as a Vampire, who to kill and who to spare.",,http://t.co/q2w9OEekQj,2015-01-12T11:29:14.000Z,3,18034,9afcebbb195348ac96e39954e20ddf33
567344749,KO_OP IS TEN!!! 🦕 GOODBYE VOLCANO HIGH ☄️,KOOPMode,"Worker-owned game studio. Goodbye Volcano High 🦕, Winding Worlds 🐛, GNOG 🤖, #teamPilgrim 🏜",Montreal,https://t.co/kq6yN1hgiH,2012-04-30T16:16:23.000Z,125,12772,dff5698e513d49f4b6823c6472f07137
1248456454274609154,Block Head,Battalion1944,,,,2020-04-10T03:43:16.000Z,0,24,fc81c913519d44dfb645abb2d2db26b7
3053042977,Overcooked 🍽,Overcookedgame,"Ghost Town Games presents: Overcooked & Overcooked 2 on XB1, PS4, Nintendo Switch & PC 🍔 Overcooked! All You Can Eat out now on Next-Gen & Legacy Consoles","North West, England",https://t.co/slv8oqsSca,2015-03-01T16:40:33.000Z,990,28078,0fd170f41c284239a6a6e0be2df3b8e5
2427867434,Donut County,donutcounty,The  ̷o̷n̷l̷y̷  game where you play as a hole in the ground. Made by @torahhorse. Published by @A_I,"Switch, PS4, XBOne, iOS, Steam",https://t.co/LqSlIyab9L,2014-04-04T21:26:20.000Z,7,10033,2ae91a1e97f848f7bd51c2cfbec61a0e
4861465805,Speed Brawl,speedbrawl,"Available on Switch, PS4, Xbox One & PC! A 2D action platformer with online co-op play. 👉 Follow us @dblstallion for all future updates! 👈","Montréal, Québec",https://t.co/ieuTmFnIl7,2016-01-29T20:32:38.000Z,73,563,d89d1ecf209d42688d82909e522f2ec1
965887919939641344,Mutant Year Zero: Road to Eden 🦆🐗🦊,MYZRoadToEden,"A tactical adventure game by @TheBeardedLC, a team including former HITMAN leads. Now available on PC, PS4, Xbox One and Switch. Acct. run by CMs from @funcom",,https://t.co/gKKpdyh0aD,2018-02-20T09:56:40.000Z,17,4793,9651fd57c8a34e81949aab28a084ced7
39709624,Daedalic Entertainment,daedalic,"#DAEDALIC | Videogame Developer & Publisher from Hamburg, Germany – https://t.co/gtVxeyk2KQ","Hamburg, Germany",https://t.co/7l9krO4bD6,2009-05-13T07:39:33.000Z,373,29538,ded5930173d5495993186871fbfd329a
256491073,tinyBuild,tinyBuild,"The video game label behind Hello Neighbor, Potion Craft, Not For Broadcast and more. Steam: https://t.co/JE4gLWdQGv | Discord: https://t.co/N1ByorLr1C",Seattle/Amsterdam/Riga,https://t.co/BoCUgceocc,2011-02-23T12:56:59.000Z,4954,198901,b1e57a8fa2074f669abfbb294fd8e59e
1955642142,A44 Games - Flintlock,A44games,"Official A44 Games account, developers of #Ashen and the upcoming @PlayFlintlock.","Wellington, New Zealand",https://t.co/OKZ4S0sKU3,2013-10-12T04:03:56.000Z,57,9476,32a37ec072474cf4a621d0ce28505f36
907059062537203712,MyTimeAtPortia,MyTimeAtPortia,"Enchanting sandbox simulation RPG from @PatheaGames & @Team17Ltd. Out now for PC on Steam, GOG and Epic Games store. Also available on Switch, PS4 & Xbox One","Chongqing, China",,2017-09-11T01:51:47.000Z,259,21378,b3a7ea2e333a49ab8a7c3d0aa1f31e5e
3015569922,🆕 OXENFREE II: Lost Signals,OxenfreeGame,"OXENFREE II: Lost Signals is coming to Nintendo Switch, PS5 & PS4, and Steam.
Support for OXENFREE: https://t.co/s5UzA2oK5r",,https://t.co/HajFM6OsL9,2015-02-09T19:42:22.000Z,5,4625,ebf5f23b876944f89d140750e756585d
77007853,thatgamecompany,thatgamecompany,"The award-winning video game development studio that brought flOw, Flower and Journey to the world. @thatskygame is available on iOS, Android & Nintendo Switch.","Santa Monica, CA",http://t.co/wqMFY0xA1D,2009-09-24T18:28:23.000Z,653,163851,4e82628bda3240959b7eed18967186c8
365813626,Trials Rising,TrialsGames,The Official Trials Twitter Account for #TrialsRising & #TrialsFusion News & Information. Follow @UbisoftRedLynx & @Ubisoft for more RedLynx game information.,"Helsinki, Finland",http://t.co/CiPRDHKW5V,2011-09-01T01:59:14.000Z,93,9425,8e407b7130594f55ae16261a1069f83f
2170981278,Gabe Cuzzillo,gabecuzzillo,"Indie game developer, Ape Out (https://t.co/qkwo1JlPgw) and Foiled (https://t.co/aTIOpllfiz).",,,2013-11-02T21:37:39.000Z,257,2081,d3a6b8379b864097b2c92d14ebfab190
3120847593,Helium Rain,HeliumRain,Helium Rain is the realistic space sim for PC by Deimos Games. https://t.co/3wWozBGwI2 Updates at @StrangerGwenn,"Paris, France",http://t.co/EM0Ahgv7Oh,2015-03-27T09:19:58.000Z,35,220,2554dc73dbc746f38bb930903821441b
1230550705649307651,Operencia: The Stolen Sun,OperenciaRPG,Follow @ZenIndies for news on Operencia: The Stolen Sun.,,,2020-02-20T17:52:28.000Z,0,75,026a40a759d2474e97d57099ef8d6c75
1499636930,The Division 2,TheDivisionGame,"Tom Clancy's The Division 2: Warlords of New York. Available Now. 
Rated M for MATURE.","Malmö, Sweden",https://t.co/HzSht1gDxt,2013-06-10T22:58:37.000Z,269,708136,f2dfe3f792734ee8a614a97131318db8
920980112019021825,Satisfactory,SatisfactoryAF,"1st person open-world factory building sim @Coffee_Stain Conquer nature, build multi-story factories, automate to satisfaction! Managed by @jembawls @bustasnutt",MASSAGE-2(AB) b,https://t.co/efkDQBPsfu,2017-10-19T11:49:04.000Z,37,99254,4f24dc26787d42548cc1fb452d252801
3066009401,Nine Dots Studio,NineDotsStudio,Official Nine Dots Studio twitter account. We treat games like art and developers like human beings.,"Quebec, Canada",http://t.co/NUPnlWV0Qw,2015-03-02T15:16:41.000Z,260,6707,e2495be2de784cba8355e436b1e185e8
246734304,Landfall,LandfallGames,"Indie studio and makers of Totally Accurate Battle Simulator, TABG, Stick Fight: The Game, Clustertruck, Air Brawl, ROUNDS! Working on HASTE: Broken Worlds 🏃",Sweden,https://t.co/JRJVvRR853,2011-02-03T10:54:55.000Z,376,52973,6a612192c0ed499f8c7db747b3049107
1050386040962334722,DangerousDrivingGame,ArcadeDriving,"Dangerous Driving Available on Xbox One, PlayStation 4 & PC. Wreckreation coming 2023","Petersfield, England",https://t.co/F4QuHJzUl8,2018-10-11T14:02:02.000Z,53,2254,a31e529d4527419c98a0d36f6ca9ce1d
276602639,Wired Productions,WiredP,🎮 Indie Publisher: @GoriCarnage - @TheLastWorker - @MarthaIsDead - @KingWashArcade - @TinHeartsGame - @DeliverTheMoon... gotta catch 'em all!,Anywhere with power.,https://t.co/jHfdxI9cNv,2011-04-03T18:04:08.000Z,1699,63198,a4733ca90bc14d548e3435bd5ff6c9fb
115607469,Vblank Entertainment,VblankGames,"Game Developer & Publisher
• Retro City Rampage
• Shakedown: Hawaii","Vancouver, BC",http://t.co/2j93ewIJ4P,2010-02-19T07:41:39.000Z,150,3773,d93a5c8e6ae9421da81f7b0162361b83
1014101118522150912,Diesel Brothers: Truck Building Simulator,DieselBrosGame,"What's up, America? Diesel Brothers: Truck Building Simulator is a high-octane car simulator game with multiplayer and modding support.",,https://t.co/EreVZzecXU,2018-07-03T10:58:42.000Z,41,2499,1a0876c3c1994c50ae6e3231999a0dcf
807236391134445570,A Plague Tale,APlagueTale,"Embark with Amicia and her brother Hugo on an intense new quest for hope, as a terrifying curse hunts them down. Requiem is coming to you in 2022.",,https://t.co/YhcI7utREw,2016-12-09T14:52:08.000Z,5,36934,89e949b9176d4f04a5b2e6ca28655b21
2917875164,Mobius Digital Games,Mobius_Games,An independent game studio located in DTLA. We're excited to have released Outer Wilds on 5/28/19. We make games weird & wonderful. Come explore with us.,"Los Angeles, CA",http://t.co/qvedcWRPYf,2014-12-03T18:17:46.000Z,296,29587,5a1f3f34df1f4c21850b997aa08da19e
1003749082689654787,Trover Saves the Universe,TroverGame,Your pups are missing. The cosmos is at stake. Only you and Trover can save everything in this comedy created by @JustinRoiland! OUT NOW!,,https://t.co/nPSHsSIr9a,2018-06-04T21:23:24.000Z,33,10862,abb40344af0f4425a20e1c5e57677e56
3343285449,AOne Games,AOneGames,"Currently supporting Omen of Sorrow, and making new stuffs (:","Providencia, Chile",https://t.co/wEmJGqdygw,2015-06-23T23:42:42.000Z,110,1541,31c654e6b48a4d7288371cbaea5d7f61
18884601,Klei,klei,"Klei (pronounced CLAY) is a video game studio based in Vancouver. Maker of Don't Starve, Mark of the Ninja & more! 
Help & Bug Reports https://t.co/JRz5xsmwiL",Vancouver,https://t.co/Ry7RJuirQF,2009-01-12T00:04:45.000Z,401,150752,905a6cdc931e4e64ade4010bac69d64c
1007340450250936320,'Horace' by Paul Helman,horacedev,"A huge, story-driven, cinematic platform adventure by Paul Helman. Winner of 0 awards!

-THIS SPACE FOR RENT-  

Call me for Prices!

-",SITTINGBOURNE!,https://t.co/CiEnsc9A2R,2018-06-14T19:14:13.000Z,1037,2434,54e4974ff09e457ea24de17a37a1eca7
4466056513,Enhance,enhance_exp,"Award-winning studio creating interactive audiovisual experiences. Rez Infinite, Lumines Remastered, Tetris® Effect, and Humanity coming 2022 @humanitygame",Japan + US,https://t.co/TeFqTvp7jR,2015-12-05T17:03:08.000Z,416,13242,f660ad626f1443a5ba90192e5510062c
2833225902,Rebel Galaxy,RebelGalaxy,"A 5-person indie game studio currently making Rebel Galaxy Outlaw. Pew Pew! Drop by our Discord, yeah? https://t.co/ZZE4Lk0qMQ",Seattle,https://t.co/ybLsr5e9Ir,2014-09-26T20:57:24.000Z,341,8433,bc519a47c9b44920828c718e367e20b5
1106822874692632577,Auto Chess,AutoChess2019,Auto Chess is a brand new competitive multiplayer online strategy game created by Drodo and Dragonest Co. Ltd  #autochess,,https://t.co/4mZ5slaTHj,2019-03-16T07:41:51.000Z,13,26324,791e1ab4a2664ca0b66331d5b1ec4d89
951489427309809664,Control 🔻,ControlRemedy,"A corruptive presence has invaded the Federal Bureau of Control. From @remedygames and @505_Games. OUT NOW on console, PC and streaming platforms. Rated M.",,https://t.co/CN2J7Dloh3,2018-01-11T16:22:12.000Z,112,47874,8a97a7d4d0e44523b9aa064f457627da
3196383503,Ancestors: The Humankind Odyssey,AncestorsGame,"Ancestors is an open world survival game by @PanacheDGames where you Explore, Expand, and Evolve.
Published by @PrivateDivision.
Out now on PS4, Xbox One & PC!","Africa, 10 million years ago",https://t.co/44no9PwcQC,2015-04-23T00:15:26.000Z,27,7597,1f59e837a27a48f78c326ac943cd8441
1620635102,WRC The Official Games,WRCTheGame,"Official Twitter account for the #WRC video game series. #WRCGenerations will be available Oct 13 on Consoles and in Nov on PC.

Developed by @kylotonn_games",,https://t.co/0aoiz9WtWg,2013-07-25T15:27:37.000Z,224,15858,2abb210228a8433a98c8dc8b8ce0107a
871123914868498432,Outerloop Games 💦🛹🔪,OuterloopGames,A minority led indie video game studio. Makers of Thirsty Suitors and Falcon Age. https://t.co/dozQeUYaPS…,"Seattle, WA",https://t.co/Z1VhAwVehI,2017-06-03T21:58:20.000Z,16,9278,d15a9bad13314dd6ac4978e31147c865
2207520854,Borderlands,Borderlands,"Official Twitter for #Borderlands, created by @GearboxOfficial, published by @2K. For technical support, visit https://t.co/pS1MwN2I3o",Pandora,https://t.co/oRDZ3rAiJG,2013-11-21T17:16:21.000Z,45,1504849,dd845909e1504c048c14499eab60ec62
16870557,Colm Larkin,gambrinous,"Head of Gambrinous, creators of Guild of Dungeoneering and Cardpocalypse","Dublin, Ireland",https://t.co/SvuSKGGhis,2008-10-20T17:15:26.000Z,2505,4287,b467b7d3570e44c0b84e59475f4a5636
